order_item_id,order_id,product_id,quantity,unit_price,unit_cost,gross_revenue,cost,gross_profit
30,O100008,P1015,2,773.78,425.58,1547.56,851.16,696.4
31,O100008,P1019,2,173.42,95.38,346.84,190.76,156.08
32,O100008,P1005,3,873.84,480.61,2621.52,1441.83,1179.69
33,O100008,P1017,1,779.04,428.47,779.04,428.47,350.57
34,O100009,P1003,4,379.22,208.57,1516.88,834.28,682.6
35,O100009,P1002,2,138.93,76.41,277.86,152.82,125.04
36,O100009,P1019,4,173.42,95.38,693.68,381.52,312.16
37,O100010,P1016,1,1126.22,619.42,1126.22,619.42,506.8
38,O100010,P1016,2,1126.22,619.42,2252.44,1238.84,1013.6
39,O100010,P1013,4,401.79,220.98,1607.16,883.92,723.24
40,O100010,P1011,2,26.58,14.62,53.16,29.24,23.92
41,O100011,P1009,4,1284.69,706.58,5138.76,2826.32,2312.44
42,O100011,P1016,3,1126.22,619.42,3378.66,1858.26,1520.4
43,O100011,P1016,2,1126.22,619.42,2252.44,1238.84,1013.6
44,O100011,P1002,4,138.93,76.41,555.72,305.64,250.08
45,O100012,P1004,3,1331.12,732.12,3993.36,2196.36,1797.0
46,O100012,P1009,2,1284.69,706.58,2569.38,1413.16,1156.22
47,O100012,P1017,2,779.04,428.47,1558.08,856.94,701.14
48,O100012,P1004,3,1331.12,732.12,3993.36,2196.36,1797.0
49,O100012,P1010,1,1030.0,566.5,1030.0,566.5,463.5
50,O100013,P1014,1,1059.3,582.62,1059.3,582.62,476.68
51,O100014,P1016,4,1126.22,619.42,4504.88,2477.68,2027.2
52,O100014,P1016,1,1126.22,619.42,1126.22,619.42,506.8
53,O100015,P1017,3,779.04,428.47,2337.12,1285.41,1051.71
54,O100015,P1008,1,769.89,423.44,769.89,423.44,346.45
55,O100015,P1010,3,1030.0,566.5,3090.0,1699.5,1390.5
56,O100016,P1005,2,873.84,480.61,1747.68,961.22,786.46
57,O100016,P1001,1,1109.44,610.19,1109.44,610.19,499.25
58,O100016,P1007,2,1062.3,584.26,2124.6,1168.52,956.08
59,O100017,P1002,1,138.93,76.41,138.93,76.41,62.52
60,O100017,P1012,3,324.49,178.47,973.47,535.41,438.06
61,O100018,P1010,2,1030.0,566.5,2060.0,1133.0,927.0
62,O100018,P1001,3,1109.44,610.19,3328.32,1830.57,1497.75
63,O100018,P1012,1,324.49,178.47,324.49,178.47,146.02
64,O100018,P1003,4,379.22,208.57,1516.88,834.28,682.6
65,O100019,P1007,2,1062.3,584.26,2124.6,1168.52,956.08
66,O100019,P1020,3,319.88,175.93,959.64,527.79,431.85
67,O100019,P1011,3,26.58,14.62,79.74,43.86,35.88
68,O100019,P1004,3,1331.12,732.12,3993.36,2196.36,1797.0
69,O100019,P1001,2,1109.44,610.19,2218.88,1220.38,998.5
70,O100020,P1011,2,26.58,14.62,53.16,29.24,23.92
71,O100020,P1020,3,319.88,175.93,959.64,527.79,431.85
72,O100020,P1018,2,504.53,277.49,1009.06,554.98,454.08
73,O100020,P1017,1,779.04,428.47,779.04,428.47,350.57
74,O100021,P1018,2,504.53,277.49,1009.06,554.98,454.08
75,O100021,P1010,1,1030.0,566.5,1030.0,566.5,463.5
76,O100021,P1001,2,1109.44,610.19,2218.88,1220.38,998.5
77,O100022,P1009,3,1284.69,706.58,3854.07,2119.74,1734.33
78,O100022,P1005,4,873.84,480.61,3495.36,1922.44,1572.92
79,O100022,P1006,4,88.95,48.92,355.8,195.68,160.12
80,O100022,P1005,2,873.84,480.61,1747.68,961.22,786.46
81,O100023,P1011,2,26.58,14.62,53.16,29.24,23.92
82,O100023,P1016,1,1126.22,619.42,1126.22,619.42,506.8
83,O100023,P1012,3,324.49,178.47,973.47,535.41,438.06
84,O100023,P1001,1,1109.44,610.19,1109.44,610.19,499.25
85,O100024,P1014,4,1059.3,582.62,4237.2,2330.48,1906.72
86,O100024,P1002,1,138.93,76.41,138.93,76.41,62.52
87,O100024,P1018,1,504.53,277.49,504.53,277.49,227.04
88,O100024,P1008,3,769.89,423.44,2309.67,1270.32,1039.35
89,O100024,P1013,4,401.79,220.98,1607.16,883.92,723.24
90,O100025,P1015,1,773.78,425.58,773.78,425.58,348.2
91,O100026,P1008,4,769.89,423.44,3079.56,1693.76,1385.8
92,O100026,P1018,4,504.53,277.49,2018.12,1109.96,908.16
93,O100027,P1016,3,1126.22,619.42,3378.66,1858.26,1520.4
94,O100027,P1002,2,138.93,76.41,277.86,152.82,125.04
95,O100027,P1013,2,401.79,220.98,803.58,441.96,361.62
96,O100028,P1017,1,779.04,428.47,779.04,428.47,350.57
97,O100029,P1017,4,779.04,428.47,3116.16,1713.88,1402.28
98,O100030,P1001,2,1109.44,610.19,2218.88,1220.38,998.5
99,O100030,P1017,4,779.04,428.47,3116.16,1713.88,1402.28
100,O100030,P1017,2,779.04,428.47,1558.08,856.94,701.14
101,O100031,P1013,2,401.79,220.98,803.58,441.96,361.62
102,O100032,P1004,4,1331.12,732.12,5324.48,2928.48,2396.0
103,O100032,P1005,2,873.84,480.61,1747.68,961.22,786.46
104,O100033,P1009,4,1284.69,706.58,5138.76,2826.32,2312.44
105,O100034,P1016,4,1126.22,619.42,4504.88,2477.68,2027.2
106,O100034,P1003,1,379.22,208.57,379.22,208.57,170.65
107,O100035,P1018,4,504.53,277.49,2018.12,1109.96,908.16
108,O100035,P1005,4,873.84,480.61,3495.36,1922.44,1572.92
109,O100035,P1011,1,26.58,14.62,26.58,14.62,11.96
110,O100035,P1015,4,773.78,425.58,3095.12,1702.32,1392.8
111,O100036,P1006,3,88.95,48.92,266.85,146.76,120.09
112,O100037,P1018,2,504.53,277.49,1009.06,554.98,454.08
113,O100037,P1011,2,26.58,14.62,53.16,29.24,23.92
114,O100037,P1015,1,773.78,425.58,773.78,425.58,348.2
115,O100038,P1020,3,319.88,175.93,959.64,527.79,431.85
116,O100038,P1001,2,1109.44,610.19,2218.88,1220.38,998.5
117,O100038,P1009,2,1284.69,706.58,2569.38,1413.16,1156.22
118,O100039,P1003,4,379.22,208.57,1516.88,834.28,682.6
119,O100040,P1018,1,504.53,277.49,504.53,277.49,227.04
120,O100041,P1005,4,873.84,480.61,3495.36,1922.44,1572.92
121,O100041,P1020,4,319.88,175.93,1279.52,703.72,575.8
122,O100041,P1002,3,138.93,76.41,416.79,229.23,187.56
123,O100041,P1003,4,379.22,208.57,1516.88,834.28,682.6
124,O100042,P1003,3,379.22,208.57,1137.66,625.71,511.95
125,O100043,P1013,1,401.79,220.98,401.79,220.98,180.81
126,O100043,P1020,2,319.88,175.93,639.76,351.86,287.9
127,O100044,P1015,1,773.78,425.58,773.78,425.58,348.2
128,O100044,P1016,4,1126.22,619.42,4504.88,2477.68,2027.2
129,O100044,P1019,2,173.42,95.38,346.84,190.76,156.08
130,O100045,P1014,4,1059.3,582.62,4237.2,2330.48,1906.72
131,O100045,P1017,3,779.04,428.47,2337.12,1285.41,1051.71
132,O100045,P1013,1,401.79,220.98,401.79,220.98,180.81
133,O100045,P1007,4,1062.3,584.26,4249.2,2337.04,1912.16
134,O100045,P1016,4,1126.22,619.42,4504.88,2477.68,2027.2
135,O100046,P1014,3,1059.3,582.62,3177.9,1747.86,1430.04
136,O100046,P1003,2,379.22,208.57,758.44,417.14,341.3
137,O100046,P1002,4,138.93,76.41,555.72,305.64,250.08
138,O100046,P1019,4,173.42,95.38,693.68,381.52,312.16
139,O100047,P1010,1,1030.0,566.5,1030.0,566.5,463.5
140,O100047,P1016,4,1126.22,619.42,4504.88,2477.68,2027.2
141,O100047,P1019,2,173.42,95.38,346.84,190.76,156.08
142,O100047,P1006,2,88.95,48.92,177.9,97.84,80.06
143,O100047,P1015,4,773.78,425.58,3095.12,1702.32,1392.8
144,O100048,P1009,4,1284.69,706.58,5138.76,2826.32,2312.44
145,O100048,P1004,4,1331.12,732.12,5324.48,2928.48,2396.0
146,O100049,P1003,3,379.22,208.57,1137.66,625.71,511.95
147,O100049,P1003,1,379.22,208.57,379.22,208.57,170.65
148,O100049,P1012,3,324.49,178.47,973.47,535.41,438.06
149,O100049,P1014,2,1059.3,582.62,2118.6,1165.24,953.36
150,O100049,P1011,4,26.58,14.62,106.32,58.48,47.84
151,O100050,P1006,1,88.95,48.92,88.95,48.92,40.03
152,O100050,P1015,4,773.78,425.58,3095.12,1702.32,1392.8
153,O100051,P1019,3,173.42,95.38,520.26,286.14,234.12
154,O100051,P1020,3,319.88,175.93,959.64,527.79,431.85
155,O100051,P1005,4,873.84,480.61,3495.36,1922.44,1572.92
156,O100051,P1005,4,873.84,480.61,3495.36,1922.44,1572.92
157,O100051,P1020,4,319.88,175.93,1279.52,703.72,575.8
158,O100052,P1012,2,324.49,178.47,648.98,356.94,292.04
159,O100052,P1013,4,401.79,220.98,1607.16,883.92,723.24
160,O100053,P1003,1,379.22,208.57,379.22,208.57,170.65
161,O100054,P1016,2,1126.22,619.42,2252.44,1238.84,1013.6
162,O100054,P1011,1,26.58,14.62,26.58,14.62,11.96
163,O100054,P1009,4,1284.69,706.58,5138.76,2826.32,2312.44
164,O100054,P1009,1,1284.69,706.58,1284.69,706.58,578.11
165,O100055,P1009,4,1284.69,706.58,5138.76,2826.32,2312.44
166,O100055,P1007,4,1062.3,584.26,4249.2,2337.04,1912.16
167,O100056,P1014,2,1059.3,582.62,2118.6,1165.24,953.36
168,O100057,P1020,3,319.88,175.93,959.64,527.79,431.85
169,O100057,P1019,3,173.42,95.38,520.26,286.14,234.12
170,O100057,P1012,1,324.49,178.47,324.49,178.47,146.02
171,O100058,P1006,1,88.95,48.92,88.95,48.92,40.03
172,O100058,P1008,2,769.89,423.44,1539.78,846.88,692.9
173,O100058,P1005,4,873.84,480.61,3495.36,1922.44,1572.92
174,O100058,P1005,2,873.84,480.61,1747.68,961.22,786.46
175,O100059,P1005,1,873.84,480.61,873.84,480.61,393.23
176,O100059,P1012,2,324.49,178.47,648.98,356.94,292.04
177,O100060,P1017,3,779.04,428.47,2337.12,1285.41,1051.71
178,O100060,P1010,3,1030.0,566.5,3090.0,1699.5,1390.5
179,O100061,P1003,1,379.22,208.57,379.22,208.57,170.65
180,O100061,P1009,4,1284.69,706.58,5138.76,2826.32,2312.44
181,O100061,P1017,4,779.04,428.47,3116.16,1713.88,1402.28
182,O100061,P1020,1,319.88,175.93,319.88,175.93,143.95
183,O100061,P1010,1,1030.0,566.5,1030.0,566.5,463.5
184,O100062,P1015,1,773.78,425.58,773.78,425.58,348.2
185,O100062,P1002,3,138.93,76.41,416.79,229.23,187.56
186,O100063,P1016,2,1126.22,619.42,2252.44,1238.84,1013.6
187,O100063,P1002,3,138.93,76.41,416.79,229.23,187.56
188,O100063,P1007,1,1062.3,584.26,1062.3,584.26,478.04
189,O100064,P1007,2,1062.3,584.26,2124.6,1168.52,956.08
190,O100065,P1010,4,1030.0,566.5,4120.0,2266.0,1854.0
191,O100065,P1006,2,88.95,48.92,177.9,97.84,80.06
192,O100065,P1018,4,504.53,277.49,2018.12,1109.96,908.16
193,O100066,P1012,4,324.49,178.47,1297.96,713.88,584.08
194,O100067,P1013,4,401.79,220.98,1607.16,883.92,723.24
195,O100067,P1017,2,779.04,428.47,1558.08,856.94,701.14
196,O100068,P1006,1,88.95,48.92,88.95,48.92,40.03
197,O100068,P1011,2,26.58,14.62,53.16,29.24,23.92
198,O100069,P1002,4,138.93,76.41,555.72,305.64,250.08
199,O100069,P1019,4,173.42,95.38,693.68,381.52,312.16
200,O100069,P1020,2,319.88,175.93,639.76,351.86,287.9
201,O100069,P1010,3,1030.0,566.5,3090.0,1699.5,1390.5
202,O100069,P1008,2,769.89,423.44,1539.78,846.88,692.9
203,O100070,P1020,4,319.88,175.93,1279.52,703.72,575.8
204,O100070,P1013,2,401.79,220.98,803.58,441.96,361.62
205,O100071,P1006,3,88.95,48.92,266.85,146.76,120.09
206,O100072,P1008,1,769.89,423.44,769.89,423.44,346.45
207,O100072,P1007,4,1062.3,584.26,4249.2,2337.04,1912.16
208,O100073,P1004,1,1331.12,732.12,1331.12,732.12,599.0
209,O100073,P1012,3,324.49,178.47,973.47,535.41,438.06
210,O100073,P1002,1,138.93,76.41,138.93,76.41,62.52
211,O100073,P1013,1,401.79,220.98,401.79,220.98,180.81
212,O100073,P1002,1,138.93,76.41,138.93,76.41,62.52
213,O100074,P1009,2,1284.69,706.58,2569.38,1413.16,1156.22
214,O100074,P1013,1,401.79,220.98,401.79,220.98,180.81
215,O100075,P1005,1,873.84,480.61,873.84,480.61,393.23
216,O100075,P1007,2,1062.3,584.26,2124.6,1168.52,956.08
217,O100075,P1011,4,26.58,14.62,106.32,58.48,47.84
218,O100075,P1018,1,504.53,277.49,504.53,277.49,227.04
219,O100075,P1012,3,324.49,178.47,973.47,535.41,438.06
220,O100076,P1012,4,324.49,178.47,1297.96,713.88,584.08
221,O100076,P1012,1,324.49,178.47,324.49,178.47,146.02
222,O100077,P1008,4,769.89,423.44,3079.56,1693.76,1385.8
223,O100077,P1006,3,88.95,48.92,266.85,146.76,120.09
224,O100078,P1020,3,319.88,175.93,959.64,527.79,431.85
225,O100079,P1003,1,379.22,208.57,379.22,208.57,170.65
226,O100080,P1014,3,1059.3,582.62,3177.9,1747.86,1430.04
227,O100080,P1008,2,769.89,423.44,1539.78,846.88,692.9
228,O100080,P1016,2,1126.22,619.42,2252.44,1238.84,1013.6
229,O100080,P1014,2,1059.3,582.62,2118.6,1165.24,953.36
230,O100080,P1007,4,1062.3,584.26,4249.2,2337.04,1912.16
231,O100081,P1006,4,88.95,48.92,355.8,195.68,160.12
232,O100081,P1014,2,1059.3,582.62,2118.6,1165.24,953.36
233,O100081,P1011,1,26.58,14.62,26.58,14.62,11.96
234,O100081,P1001,1,1109.44,610.19,1109.44,610.19,499.25
235,O100082,P1007,2,1062.3,584.26,2124.6,1168.52,956.08
236,O100082,P1004,1,1331.12,732.12,1331.12,732.12,599.0
237,O100082,P1004,4,1331.12,732.12,5324.48,2928.48,2396.0
238,O100082,P1011,2,26.58,14.62,53.16,29.24,23.92
239,O100083,P1008,4,769.89,423.44,3079.56,1693.76,1385.8
240,O100083,P1005,1,873.84,480.61,873.84,480.61,393.23
241,O100083,P1002,2,138.93,76.41,277.86,152.82,125.04
242,O100083,P1011,2,26.58,14.62,53.16,29.24,23.92
243,O100083,P1006,2,88.95,48.92,177.9,97.84,80.06
244,O100084,P1005,3,873.84,480.61,2621.52,1441.83,1179.69
245,O100084,P1003,2,379.22,208.57,758.44,417.14,341.3
246,O100084,P1011,2,26.58,14.62,53.16,29.24,23.92
247,O100084,P1009,3,1284.69,706.58,3854.07,2119.74,1734.33
248,O100084,P1014,1,1059.3,582.62,1059.3,582.62,476.68
249,O100085,P1003,4,379.22,208.57,1516.88,834.28,682.6
250,O100085,P1002,2,138.93,76.41,277.86,152.82,125.04
251,O100085,P1001,3,1109.44,610.19,3328.32,1830.57,1497.75
252,O100086,P1015,2,773.78,425.58,1547.56,851.16,696.4
253,O100086,P1005,3,873.84,480.61,2621.52,1441.83,1179.69
254,O100086,P1017,2,779.04,428.47,1558.08,856.94,701.14
255,O100087,P1006,2,88.95,48.92,177.9,97.84,80.06
256,O100088,P1018,4,504.53,277.49,2018.12,1109.96,908.16
257,O100088,P1003,4,379.22,208.57,1516.88,834.28,682.6
258,O100088,P1005,1,873.84,480.61,873.84,480.61,393.23
259,O100088,P1017,3,779.04,428.47,2337.12,1285.41,1051.71
260,O100089,P1006,3,88.95,48.92,266.85,146.76,120.09
261,O100090,P1016,1,1126.22,619.42,1126.22,619.42,506.8
262,O100090,P1002,3,138.93,76.41,416.79,229.23,187.56
263,O100090,P1006,4,88.95,48.92,355.8,195.68,160.12
264,O100090,P1019,1,173.42,95.38,173.42,95.38,78.04
265,O100090,P1005,2,873.84,480.61,1747.68,961.22,786.46
266,O100091,P1019,3,173.42,95.38,520.26,286.14,234.12
267,O100091,P1006,3,88.95,48.92,266.85,146.76,120.09
268,O100091,P1017,3,779.04,428.47,2337.12,1285.41,1051.71
269,O100091,P1007,2,1062.3,584.26,2124.6,1168.52,956.08
270,O100092,P1014,2,1059.3,582.62,2118.6,1165.24,953.36
271,O100092,P1012,3,324.49,178.47,973.47,535.41,438.06
272,O100093,P1008,2,769.89,423.44,1539.78,846.88,692.9
273,O100094,P1009,4,1284.69,706.58,5138.76,2826.32,2312.44
274,O100094,P1013,3,401.79,220.98,1205.37,662.94,542.43
275,O100094,P1016,1,1126.22,619.42,1126.22,619.42,506.8
276,O100094,P1013,1,401.79,220.98,401.79,220.98,180.81
277,O100094,P1002,2,138.93,76.41,277.86,152.82,125.04
278,O100095,P1014,3,1059.3,582.62,3177.9,1747.86,1430.04
279,O100095,P1010,2,1030.0,566.5,2060.0,1133.0,927.0
280,O100095,P1017,4,779.04,428.47,3116.16,1713.88,1402.28
281,O100096,P1006,1,88.95,48.92,88.95,48.92,40.03
282,O100096,P1007,4,1062.3,584.26,4249.2,2337.04,1912.16
283,O100096,P1013,2,401.79,220.98,803.58,441.96,361.62
284,O100096,P1004,1,1331.12,732.12,1331.12,732.12,599.0
285,O100097,P1015,2,773.78,425.58,1547.56,851.16,696.4
286,O100097,P1009,4,1284.69,706.58,5138.76,2826.32,2312.44
287,O100097,P1020,3,319.88,175.93,959.64,527.79,431.85
288,O100097,P1002,2,138.93,76.41,277.86,152.82,125.04
289,O100097,P1008,4,769.89,423.44,3079.56,1693.76,1385.8
290,O100098,P1006,2,88.95,48.92,177.9,97.84,80.06
291,O100098,P1007,1,1062.3,584.26,1062.3,584.26,478.04
292,O100099,P1018,3,504.53,277.49,1513.59,832.47,681.12
293,O100099,P1020,4,319.88,175.93,1279.52,703.72,575.8
294,O100099,P1011,4,26.58,14.62,106.32,58.48,47.84
295,O100099,P1015,2,773.78,425.58,1547.56,851.16,696.4
296,O100099,P1012,3,324.49,178.47,973.47,535.41,438.06
297,O100100,P1006,4,88.95,48.92,355.8,195.68,160.12
298,O100100,P1013,3,401.79,220.98,1205.37,662.94,542.43
299,O100100,P1011,3,26.58,14.62,79.74,43.86,35.88
300,O100101,P1013,4,401.79,220.98,1607.16,883.92,723.24
301,O100101,P1009,4,1284.69,706.58,5138.76,2826.32,2312.44
302,O100102,P1009,2,1284.69,706.58,2569.38,1413.16,1156.22
303,O100102,P1014,2,1059.3,582.62,2118.6,1165.24,953.36
304,O100102,P1012,4,324.49,178.47,1297.96,713.88,584.08
305,O100103,P1011,2,26.58,14.62,53.16,29.24,23.92
306,O100103,P1016,3,1126.22,619.42,3378.66,1858.26,1520.4
307,O100103,P1006,4,88.95,48.92,355.8,195.68,160.12
308,O100104,P1001,1,1109.44,610.19,1109.44,610.19,499.25
309,O100105,P1019,4,173.42,95.38,693.68,381.52,312.16
310,O100106,P1005,1,873.84,480.61,873.84,480.61,393.23
311,O100106,P1008,1,769.89,423.44,769.89,423.44,346.45
312,O100106,P1004,3,1331.12,732.12,3993.36,2196.36,1797.0
313,O100107,P1004,4,1331.12,732.12,5324.48,2928.48,2396.0
314,O100107,P1001,1,1109.44,610.19,1109.44,610.19,499.25
315,O100107,P1002,3,138.93,76.41,416.79,229.23,187.56
316,O100107,P1011,4,26.58,14.62,106.32,58.48,47.84
317,O100107,P1015,2,773.78,425.58,1547.56,851.16,696.4
318,O100108,P1007,3,1062.3,584.26,3186.9,1752.78,1434.12
319,O100108,P1018,4,504.53,277.49,2018.12,1109.96,908.16
320,O100108,P1006,4,88.95,48.92,355.8,195.68,160.12
321,O100108,P1001,1,1109.44,610.19,1109.44,610.19,499.25
322,O100108,P1017,2,779.04,428.47,1558.08,856.94,701.14
323,O100109,P1004,4,1331.12,732.12,5324.48,2928.48,2396.0
324,O100109,P1016,3,1126.22,619.42,3378.66,1858.26,1520.4
325,O100110,P1016,2,1126.22,619.42,2252.44,1238.84,1013.6
326,O100110,P1013,1,401.79,220.98,401.79,220.98,180.81
327,O100110,P1020,3,319.88,175.93,959.64,527.79,431.85
328,O100110,P1005,2,873.84,480.61,1747.68,961.22,786.46
329,O100110,P1009,4,1284.69,706.58,5138.76,2826.32,2312.44
330,O100111,P1005,3,873.84,480.61,2621.52,1441.83,1179.69
331,O100111,P1011,4,26.58,14.62,106.32,58.48,47.84
332,O100111,P1009,3,1284.69,706.58,3854.07,2119.74,1734.33
333,O100111,P1007,2,1062.3,584.26,2124.6,1168.52,956.08
334,O100112,P1018,3,504.53,277.49,1513.59,832.47,681.12
335,O100113,P1018,3,504.53,277.49,1513.59,832.47,681.12
336,O100113,P1006,2,88.95,48.92,177.9,97.84,80.06
337,O100113,P1004,3,1331.12,732.12,3993.36,2196.36,1797.0
338,O100114,P1015,2,773.78,425.58,1547.56,851.16,696.4
339,O100114,P1019,3,173.42,95.38,520.26,286.14,234.12
340,O100114,P1020,1,319.88,175.93,319.88,175.93,143.95
341,O100114,P1004,4,1331.12,732.12,5324.48,2928.48,2396.0
342,O100114,P1020,2,319.88,175.93,639.76,351.86,287.9
343,O100115,P1015,4,773.78,425.58,3095.12,1702.32,1392.8
344,O100116,P1006,2,88.95,48.92,177.9,97.84,80.06
345,O100117,P1005,2,873.84,480.61,1747.68,961.22,786.46
346,O100117,P1004,3,1331.12,732.12,3993.36,2196.36,1797.0
347,O100117,P1009,3,1284.69,706.58,3854.07,2119.74,1734.33
348,O100117,P1010,4,1030.0,566.5,4120.0,2266.0,1854.0
349,O100117,P1004,4,1331.12,732.12,5324.48,2928.48,2396.0
350,O100118,P1017,1,779.04,428.47,779.04,428.47,350.57
351,O100119,P1013,2,401.79,220.98,803.58,441.96,361.62
352,O100119,P1002,3,138.93,76.41,416.79,229.23,187.56
353,O100119,P1006,3,88.95,48.92,266.85,146.76,120.09
354,O100119,P1013,1,401.79,220.98,401.79,220.98,180.81
355,O100120,P1019,1,173.42,95.38,173.42,95.38,78.04
356,O100120,P1009,2,1284.69,706.58,2569.38,1413.16,1156.22
357,O100121,P1006,3,88.95,48.92,266.85,146.76,120.09
358,O100121,P1002,3,138.93,76.41,416.79,229.23,187.56
359,O100121,P1007,4,1062.3,584.26,4249.2,2337.04,1912.16
360,O100122,P1004,1,1331.12,732.12,1331.12,732.12,599.0
361,O100122,P1020,2,319.88,175.93,639.76,351.86,287.9
362,O100123,P1015,1,773.78,425.58,773.78,425.58,348.2
363,O100123,P1009,2,1284.69,706.58,2569.38,1413.16,1156.22
364,O100124,P1011,3,26.58,14.62,79.74,43.86,35.88
365,O100124,P1010,3,1030.0,566.5,3090.0,1699.5,1390.5
366,O100124,P1007,2,1062.3,584.26,2124.6,1168.52,956.08
367,O100124,P1003,2,379.22,208.57,758.44,417.14,341.3
368,O100125,P1005,1,873.84,480.61,873.84,480.61,393.23
369,O100125,P1012,3,324.49,178.47,973.47,535.41,438.06
370,O100126,P1019,2,173.42,95.38,346.84,190.76,156.08
371,O100126,P1004,3,1331.12,732.12,3993.36,2196.36,1797.0
372,O100126,P1010,3,1030.0,566.5,3090.0,1699.5,1390.5
373,O100127,P1016,4,1126.22,619.42,4504.88,2477.68,2027.2
374,O100127,P1012,1,324.49,178.47,324.49,178.47,146.02
375,O100127,P1009,2,1284.69,706.58,2569.38,1413.16,1156.22
376,O100127,P1009,2,1284.69,706.58,2569.38,1413.16,1156.22
377,O100127,P1019,2,173.42,95.38,346.84,190.76,156.08
378,O100128,P1003,1,379.22,208.57,379.22,208.57,170.65
379,O100128,P1001,1,1109.44,610.19,1109.44,610.19,499.25
380,O100128,P1019,2,173.42,95.38,346.84,190.76,156.08
381,O100128,P1010,3,1030.0,566.5,3090.0,1699.5,1390.5
382,O100129,P1010,2,1030.0,566.5,2060.0,1133.0,927.0
383,O100129,P1004,3,1331.12,732.12,3993.36,2196.36,1797.0
384,O100129,P1015,4,773.78,425.58,3095.12,1702.32,1392.8
385,O100129,P1011,2,26.58,14.62,53.16,29.24,23.92
386,O100130,P1008,3,769.89,423.44,2309.67,1270.32,1039.35
387,O100130,P1017,2,779.04,428.47,1558.08,856.94,701.14
388,O100130,P1011,3,26.58,14.62,79.74,43.86,35.88
389,O100131,P1019,2,173.42,95.38,346.84,190.76,156.08
390,O100132,P1008,3,769.89,423.44,2309.67,1270.32,1039.35
391,O100132,P1001,4,1109.44,610.19,4437.76,2440.76,1997.0
392,O100132,P1004,4,1331.12,732.12,5324.48,2928.48,2396.0
393,O100132,P1002,3,138.93,76.41,416.79,229.23,187.56
394,O100132,P1008,3,769.89,423.44,2309.67,1270.32,1039.35
395,O100133,P1009,3,1284.69,706.58,3854.07,2119.74,1734.33
396,O100134,P1018,1,504.53,277.49,504.53,277.49,227.04
397,O100135,P1010,3,1030.0,566.5,3090.0,1699.5,1390.5
398,O100136,P1010,1,1030.0,566.5,1030.0,566.5,463.5
399,O100136,P1001,3,1109.44,610.19,3328.32,1830.57,1497.75
400,O100137,P1015,3,773.78,425.58,2321.34,1276.74,1044.6
401,O100137,P1010,3,1030.0,566.5,3090.0,1699.5,1390.5
402,O100137,P1007,3,1062.3,584.26,3186.9,1752.78,1434.12
403,O100137,P1003,3,379.22,208.57,1137.66,625.71,511.95
404,O100138,P1007,4,1062.3,584.26,4249.2,2337.04,1912.16
405,O100138,P1016,1,1126.22,619.42,1126.22,619.42,506.8
406,O100138,P1002,1,138.93,76.41,138.93,76.41,62.52
407,O100139,P1010,4,1030.0,566.5,4120.0,2266.0,1854.0
408,O100140,P1005,1,873.84,480.61,873.84,480.61,393.23
409,O100140,P1009,3,1284.69,706.58,3854.07,2119.74,1734.33
410,O100141,P1009,1,1284.69,706.58,1284.69,706.58,578.11
411,O100141,P1013,2,401.79,220.98,803.58,441.96,361.62
412,O100141,P1005,1,873.84,480.61,873.84,480.61,393.23
413,O100142,P1008,1,769.89,423.44,769.89,423.44,346.45
