customer_id,signup_date,country,acq_channel,plan,monthly_price
U15015,2022-03-12,US,Paid Search,Pro,49.0
U15410,2022-03-13,CA,Paid Search,Business,199.0
U13276,2022-03-14,US,Organic,Starter,19.0
U12239,2022-03-14,FR,Email,Business,199.0
U11290,2022-03-15,UK,Paid Social,Pro,49.0
U11136,2022-03-15,FR,Referral,Starter,19.0
U12359,2022-03-15,UK,Referral,Starter,19.0
U14132,2022-03-15,IN,Referral,Enterprise,599.0
U10505,2022-03-16,IN,Paid Search,Starter,19.0
U12313,2022-03-16,AU,Paid Search,Starter,19.0
U13132,2022-03-16,UK,Affiliate,Starter,19.0
U10653,2022-03-17,CA,Paid Search,Starter,19.0
U12080,2022-03-17,ES,Organic,Starter,19.0
U10226,2022-03-17,UK,Paid Social,Pro,49.0
U10990,2022-03-18,CA,Organic,Pro,49.0
U13984,2022-03-18,BR,Paid Social,Pro,49.0
U12139,2022-03-18,US,Paid Social,Starter,19.0
U11238,2022-03-19,AU,Paid Social,Pro,49.0
U11154,2022-03-19,AU,Organic,Starter,19.0
U14606,2022-03-19,ES,Email,Starter,19.0
U12462,2022-03-19,CA,Paid Search,Business,199.0
U14523,2022-03-19,CA,Paid Social,Starter,19.0
U13752,2022-03-19,US,Email,Starter,19.0
U15427,2022-03-20,CA,Organic,Starter,19.0
U12658,2022-03-20,US,Organic,Pro,49.0
U11004,2022-03-20,FR,Paid Search,Starter,19.0
U15118,2022-03-20,CA,Referral,Starter,19.0
U10686,2022-03-20,US,Paid Social,Starter,19.0
U10800,2022-03-21,US,Paid Social,Starter,19.0
U10735,2022-03-22,UK,Paid Search,Business,199.0
U14248,2022-03-22,US,Referral,Pro,49.0
U11542,2022-03-22,FR,Paid Social,Pro,49.0
U15365,2022-03-22,UK,Paid Social,Business,199.0
U13839,2022-03-22,US,Affiliate,Starter,19.0
U13552,2022-03-23,AU,Organic,Starter,19.0
U10656,2022-03-23,CA,Organic,Starter,19.0
U11701,2022-03-24,FR,Organic,Starter,19.0
U10740,2022-03-24,CA,Paid Search,Starter,19.0
U15384,2022-03-24,CA,Paid Social,Starter,19.0
U11789,2022-03-24,UK,Paid Search,Starter,19.0
U14142,2022-03-24,US,Organic,Business,199.0
U12468,2022-03-25,UK,Paid Social,Business,199.0
U10769,2022-03-25,US,Organic,Starter,19.0
U15066,2022-03-25,US,Paid Social,Starter,19.0
U10399,2022-03-26,US,Organic,Starter,19.0
U14558,2022-03-26,FR,Referral,Business,199.0
U10880,2022-03-26,DE,Paid Search,Pro,49.0
U13790,2022-03-26,US,Organic,Starter,19.0
U14961,2022-03-27,CA,Paid Search,Pro,49.0
U11492,2022-03-27,UK,Affiliate,Business,199.0
U10159,2022-03-28,FR,Paid Search,Pro,49.0
U14986,2022-03-28,JP,Paid Search,Pro,49.0
U15442,2022-03-28,CA,Referral,Enterprise,599.0
U12158,2022-03-30,UK,Paid Search,Pro,49.0
U13913,2022-03-31,BR,Referral,Starter,19.0
U10392,2022-03-31,UK,Email,Starter,19.0
U14878,2022-04-01,UK,Organic,Business,199.0
U15283,2022-04-01,US,Referral,Starter,19.0
U10353,2022-04-02,AU,Paid Search,Pro,49.0
U13395,2022-04-02,IN,Paid Search,Business,199.0
U11852,2022-04-02,IN,Paid Search,Pro,49.0
U13184,2022-04-02,CA,Organic,Starter,19.0
U15509,2022-04-03,US,Affiliate,Pro,49.0
U10913,2022-04-03,UK,Email,Enterprise,599.0
U11700,2022-04-03,DE,Paid Social,Business,199.0
U10644,2022-04-03,BR,Organic,Starter,19.0
U14378,2022-04-04,US,Paid Social,Starter,19.0
U12006,2022-04-05,CA,Paid Social,Enterprise,599.0
U14207,2022-04-05,US,Organic,Enterprise,599.0
U15535,2022-04-05,US,Organic,Pro,49.0
U13594,2022-04-05,US,Affiliate,Business,199.0
U13712,2022-04-05,US,Paid Social,Starter,19.0
U15429,2022-04-06,BR,Paid Social,Starter,19.0
U13383,2022-04-06,FR,Organic,Starter,19.0
U11686,2022-04-06,DE,Organic,Starter,19.0
U13604,2022-04-06,UK,Paid Social,Enterprise,599.0
U12887,2022-04-06,US,Organic,Starter,19.0
U12661,2022-04-06,UK,Organic,Starter,19.0
U12237,2022-04-07,CA,Organic,Pro,49.0
U13036,2022-04-07,ES,Affiliate,Enterprise,599.0
U14224,2022-04-07,UK,Paid Search,Starter,19.0
U10302,2022-04-07,JP,Paid Social,Starter,19.0
U14995,2022-04-08,CA,Paid Search,Pro,49.0
U15171,2022-04-09,US,Affiliate,Pro,49.0
U14044,2022-04-09,FR,Affiliate,Business,199.0
U14690,2022-04-09,IN,Referral,Business,199.0
U10265,2022-04-09,US,Affiliate,Starter,19.0
U11965,2022-04-09,US,Paid Social,Pro,49.0
U15319,2022-04-10,IN,Organic,Starter,19.0
U12446,2022-04-10,IN,Organic,Pro,49.0
U13807,2022-04-10,UK,Organic,Business,199.0
U13211,2022-04-10,UK,Email,Enterprise,599.0
U13194,2022-04-10,CA,Referral,Starter,19.0
U10071,2022-04-11,IN,Paid Social,Business,199.0
U10893,2022-04-11,US,Email,Pro,49.0
U14751,2022-04-11,ES,Paid Search,Enterprise,599.0
U10486,2022-04-11,ES,Referral,Starter,19.0
U10878,2022-04-11,AU,Referral,Starter,19.0
U12001,2022-04-12,BR,Affiliate,Starter,19.0
U14268,2022-04-13,US,Organic,Pro,49.0
U11624,2022-04-13,US,Organic,Pro,49.0
U11807,2022-04-14,ES,Organic,Pro,49.0
U11539,2022-04-14,BR,Organic,Starter,19.0
U11596,2022-04-15,DE,Organic,Starter,19.0
U13741,2022-04-15,ES,Referral,Starter,19.0
U15313,2022-04-15,US,Email,Business,199.0
U13201,2022-04-15,JP,Paid Search,Starter,19.0
U14618,2022-04-16,UK,Paid Search,Enterprise,599.0
U13034,2022-04-16,UK,Paid Social,Business,199.0
U10050,2022-04-17,BR,Affiliate,Business,199.0
U11587,2022-04-17,ES,Organic,Starter,19.0
U11929,2022-04-17,IN,Organic,Business,199.0
U14291,2022-04-18,IN,Referral,Business,199.0
U13076,2022-04-18,US,Paid Search,Pro,49.0
U11730,2022-04-19,ES,Referral,Starter,19.0
U13897,2022-04-19,US,Paid Social,Starter,19.0
U14113,2022-04-19,FR,Paid Search,Starter,19.0
U13614,2022-04-19,DE,Paid Social,Business,199.0
U15195,2022-04-19,CA,Paid Social,Starter,19.0
U13235,2022-04-19,UK,Organic,Pro,49.0
U12151,2022-04-20,CA,Organic,Business,199.0
U13203,2022-04-20,US,Referral,Pro,49.0
U10679,2022-04-21,UK,Organic,Starter,19.0
U15489,2022-04-21,FR,Paid Social,Starter,19.0
U12946,2022-04-21,US,Referral,Business,199.0
U12244,2022-04-22,US,Organic,Pro,49.0
U12061,2022-04-22,DE,Paid Social,Pro,49.0
U15531,2022-04-22,UK,Organic,Pro,49.0
U11482,2022-04-23,US,Paid Search,Enterprise,599.0
U10463,2022-04-23,US,Referral,Starter,19.0
U12976,2022-04-23,DE,Referral,Pro,49.0
U14347,2022-04-23,US,Email,Pro,49.0
U13924,2022-04-23,US,Email,Pro,49.0
U15075,2022-04-24,IN,Referral,Enterprise,599.0
U10844,2022-04-24,ES,Paid Social,Pro,49.0
U12499,2022-04-24,US,Organic,Starter,19.0
U13231,2022-04-24,FR,Paid Social,Starter,19.0
U11645,2022-04-25,US,Organic,Starter,19.0
U13053,2022-04-26,ES,Organic,Starter,19.0
U12924,2022-04-26,AU,Paid Search,Business,199.0
U11899,2022-04-26,BR,Organic,Enterprise,599.0
U12847,2022-04-26,FR,Organic,Pro,49.0
U12038,2022-04-27,CA,Affiliate,Starter,19.0
U11908,2022-04-27,JP,Affiliate,Pro,49.0
U10197,2022-04-27,AU,Paid Social,Starter,19.0
U14851,2022-04-27,UK,Organic,Starter,19.0
U11634,2022-04-28,CA,Email,Starter,19.0
U15359,2022-04-28,JP,Email,Pro,49.0
U11028,2022-04-28,UK,Organic,Starter,19.0
U15037,2022-04-29,US,Organic,Starter,19.0
U11485,2022-04-29,FR,Organic,Business,199.0
U12636,2022-04-29,US,Paid Search,Starter,19.0
U11835,2022-04-30,BR,Referral,Enterprise,599.0
U10298,2022-04-30,US,Email,Starter,19.0
U13156,2022-05-01,AU,Paid Search,Pro,49.0
U11860,2022-05-01,AU,Organic,Starter,19.0
U13762,2022-05-02,US,Paid Search,Business,199.0
U13754,2022-05-02,US,Paid Search,Starter,19.0
U11954,2022-05-03,US,Paid Search,Starter,19.0
U15435,2022-05-03,ES,Paid Social,Starter,19.0
U10712,2022-05-03,FR,Paid Search,Enterprise,599.0
U10252,2022-05-04,UK,Referral,Starter,19.0
U11436,2022-05-04,US,Organic,Starter,19.0
U10275,2022-05-04,US,Paid Search,Pro,49.0
U10325,2022-05-04,BR,Organic,Business,199.0
U10556,2022-05-04,US,Paid Social,Starter,19.0
U13643,2022-05-05,DE,Paid Social,Starter,19.0
U13883,2022-05-05,ES,Paid Search,Pro,49.0
U12552,2022-05-05,US,Paid Social,Starter,19.0
U14637,2022-05-05,CA,Paid Search,Business,199.0
U10849,2022-05-06,US,Email,Starter,19.0
U10300,2022-05-06,JP,Referral,Pro,49.0
U10035,2022-05-06,US,Organic,Pro,49.0
U12884,2022-05-06,US,Organic,Business,199.0
U12741,2022-05-06,US,Email,Pro,49.0
U11337,2022-05-06,UK,Email,Pro,49.0
U14937,2022-05-06,UK,Paid Search,Business,199.0
U14930,2022-05-07,FR,Paid Search,Pro,49.0
U12901,2022-05-07,JP,Affiliate,Starter,19.0
U13894,2022-05-08,FR,Email,Starter,19.0
U15144,2022-05-08,IN,Email,Starter,19.0
U11274,2022-05-08,UK,Paid Social,Business,199.0
U11059,2022-05-08,UK,Email,Pro,49.0
U10907,2022-05-09,IN,Organic,Starter,19.0
U14172,2022-05-09,BR,Referral,Pro,49.0
U13128,2022-05-09,UK,Organic,Pro,49.0
U14277,2022-05-09,ES,Organic,Starter,19.0
U15065,2022-05-10,CA,Paid Search,Starter,19.0
U11356,2022-05-10,FR,Organic,Enterprise,599.0
U10651,2022-05-11,US,Affiliate,Starter,19.0
U13719,2022-05-11,US,Referral,Business,199.0
U14244,2022-05-11,IN,Referral,Starter,19.0
U15479,2022-05-11,DE,Paid Search,Starter,19.0
U13863,2022-05-12,UK,Paid Search,Pro,49.0
U12438,2022-05-12,AU,Affiliate,Starter,19.0
U13891,2022-05-14,BR,Paid Social,Business,199.0
U13549,2022-05-14,ES,Organic,Starter,19.0
U10932,2022-05-14,UK,Paid Search,Pro,49.0
U13755,2022-05-14,UK,Organic,Pro,49.0
U12802,2022-05-14,IN,Organic,Business,199.0
U11904,2022-05-15,US,Paid Search,Starter,19.0
U15316,2022-05-15,JP,Organic,Starter,19.0
U10154,2022-05-15,US,Organic,Pro,49.0
U11774,2022-05-15,FR,Organic,Business,199.0
U11173,2022-05-16,FR,Organic,Starter,19.0
U10484,2022-05-16,ES,Organic,Enterprise,599.0
U14745,2022-05-16,IN,Paid Search,Business,199.0
U14989,2022-05-17,US,Email,Starter,19.0
U11669,2022-05-17,AU,Paid Search,Pro,49.0
U11346,2022-05-17,CA,Paid Social,Pro,49.0
U10260,2022-05-17,US,Paid Search,Pro,49.0
U14846,2022-05-18,JP,Organic,Business,199.0
U14979,2022-05-18,UK,Referral,Pro,49.0
U12609,2022-05-18,DE,Paid Search,Enterprise,599.0
U11697,2022-05-18,UK,Organic,Business,199.0
U14179,2022-05-18,AU,Organic,Starter,19.0
U13197,2022-05-19,DE,Paid Social,Pro,49.0
U11747,2022-05-19,AU,Paid Search,Pro,49.0
U15175,2022-05-20,AU,Organic,Starter,19.0
U13035,2022-05-20,US,Organic,Pro,49.0
U14296,2022-05-20,CA,Paid Search,Pro,49.0
U13974,2022-05-20,US,Organic,Starter,19.0
U11901,2022-05-20,ES,Organic,Pro,49.0
U14892,2022-05-21,CA,Organic,Pro,49.0
U13136,2022-05-21,BR,Paid Social,Pro,49.0
U10904,2022-05-22,UK,Referral,Starter,19.0
U11121,2022-05-22,ES,Referral,Pro,49.0
U10333,2022-05-22,AU,Referral,Starter,19.0
U12578,2022-05-23,UK,Organic,Business,199.0
U13329,2022-05-23,US,Organic,Business,199.0
U14055,2022-05-23,UK,Paid Search,Enterprise,599.0
U11080,2022-05-23,JP,Paid Search,Starter,19.0
U14432,2022-05-23,UK,Organic,Pro,49.0
U15198,2022-05-24,US,Email,Starter,19.0
U10012,2022-05-24,FR,Email,Business,199.0
U10734,2022-05-24,CA,Organic,Business,199.0
U10402,2022-05-24,US,Organic,Starter,19.0
U13059,2022-05-24,US,Organic,Pro,49.0
U11115,2022-05-25,AU,Affiliate,Pro,49.0
U14585,2022-05-25,AU,Organic,Business,199.0
U12482,2022-05-25,UK,Referral,Pro,49.0
U14820,2022-05-25,CA,Paid Social,Pro,49.0
U14492,2022-05-25,CA,Paid Social,Starter,19.0
U11966,2022-05-25,IN,Paid Search,Pro,49.0
U10113,2022-05-25,US,Email,Business,199.0
U10818,2022-05-26,US,Paid Search,Starter,19.0
U14965,2022-05-26,UK,Organic,Pro,49.0
U10238,2022-05-28,US,Paid Social,Enterprise,599.0
U11016,2022-05-28,BR,Organic,Business,199.0
U11864,2022-05-28,UK,Paid Social,Enterprise,599.0
U13684,2022-05-28,FR,Organic,Business,199.0
U11445,2022-05-28,US,Affiliate,Pro,49.0
U14813,2022-05-29,US,Organic,Starter,19.0
U10803,2022-05-29,AU,Organic,Starter,19.0
U14163,2022-05-29,US,Organic,Pro,49.0
U11731,2022-05-30,JP,Organic,Starter,19.0
U10783,2022-05-30,US,Paid Social,Enterprise,599.0
U13316,2022-05-30,JP,Paid Social,Starter,19.0
U13255,2022-05-30,US,Paid Search,Starter,19.0
U14717,2022-05-31,CA,Organic,Starter,19.0
U14888,2022-05-31,US,Organic,Starter,19.0
U14053,2022-05-31,US,Paid Search,Enterprise,599.0
U12131,2022-05-31,FR,Email,Pro,49.0
U14836,2022-05-31,CA,Organic,Starter,19.0
U14324,2022-06-01,UK,Organic,Pro,49.0
U10805,2022-06-01,IN,Organic,Starter,19.0
U10359,2022-06-01,UK,Email,Enterprise,599.0
U13404,2022-06-01,FR,Organic,Pro,49.0
U11103,2022-06-02,US,Paid Social,Enterprise,599.0
U13377,2022-06-03,US,Email,Business,199.0
U12943,2022-06-03,FR,Paid Social,Starter,19.0
U11174,2022-06-03,US,Paid Social,Starter,19.0
U11291,2022-06-03,ES,Paid Social,Pro,49.0
U14230,2022-06-04,US,Organic,Starter,19.0
U12043,2022-06-04,FR,Email,Pro,49.0
U12781,2022-06-04,AU,Paid Social,Starter,19.0
U10037,2022-06-05,DE,Organic,Starter,19.0
U13018,2022-06-05,UK,Paid Search,Starter,19.0
U11440,2022-06-05,BR,Email,Business,199.0
U13958,2022-06-06,US,Referral,Pro,49.0
U12519,2022-06-06,AU,Organic,Starter,19.0
U14953,2022-06-07,US,Paid Social,Starter,19.0
U10848,2022-06-07,US,Email,Pro,49.0
U12267,2022-06-08,BR,Affiliate,Starter,19.0
U12739,2022-06-08,ES,Paid Social,Business,199.0
U14710,2022-06-08,US,Organic,Starter,19.0
U14732,2022-06-09,DE,Organic,Starter,19.0
U10121,2022-06-09,JP,Paid Search,Business,199.0
U15364,2022-06-10,US,Paid Social,Pro,49.0
U10504,2022-06-10,US,Affiliate,Business,199.0
U11812,2022-06-12,BR,Paid Search,Business,199.0
U15304,2022-06-12,FR,Organic,Business,199.0
U12824,2022-06-12,BR,Email,Pro,49.0
U13214,2022-06-13,IN,Paid Search,Starter,19.0
U14842,2022-06-13,UK,Organic,Pro,49.0
U15412,2022-06-14,US,Organic,Starter,19.0
U13761,2022-06-14,US,Organic,Pro,49.0
U14756,2022-06-14,ES,Organic,Starter,19.0
U13909,2022-06-14,FR,Paid Search,Business,199.0
U10099,2022-06-15,ES,Affiliate,Pro,49.0
U14990,2022-06-15,US,Paid Social,Business,199.0
U12985,2022-06-15,US,Organic,Pro,49.0
U13903,2022-06-15,DE,Referral,Business,199.0
U13447,2022-06-15,US,Paid Search,Starter,19.0
U12094,2022-06-15,US,Paid Social,Starter,19.0
U15061,2022-06-16,UK,Organic,Starter,19.0
U13725,2022-06-16,ES,Email,Business,199.0
U15322,2022-06-16,DE,Paid Search,Starter,19.0
U13077,2022-06-16,CA,Organic,Pro,49.0
U13668,2022-06-17,US,Paid Social,Starter,19.0
U10989,2022-06-17,JP,Email,Starter,19.0
U12346,2022-06-17,IN,Paid Search,Starter,19.0
U10324,2022-06-17,US,Email,Starter,19.0
U12379,2022-06-17,US,Paid Search,Enterprise,599.0
U11212,2022-06-18,AU,Paid Search,Starter,19.0
U11664,2022-06-19,CA,Email,Business,199.0
U10059,2022-06-19,FR,Paid Search,Pro,49.0
U15558,2022-06-19,UK,Paid Search,Starter,19.0
U12021,2022-06-19,AU,Paid Social,Starter,19.0
