transaction_id,customer_id,transaction_date,plan,amount,type
83,U13224,2023-04-03,Business,199.0,subscription
84,U13224,2023-05-03,Business,263.06,subscription+addon
85,U13224,2023-06-03,Business,199.0,subscription
86,U13224,2023-07-03,Business,199.0,subscription
87,U13224,2023-08-03,Business,199.0,subscription
88,U13224,2023-09-03,Business,199.0,subscription
89,U13224,2023-10-03,Business,199.0,subscription
90,U13224,2023-11-03,Business,280.85,subscription+addon
91,U13224,2023-12-03,Business,199.0,subscription
92,U13224,2024-01-03,Business,199.0,subscription
93,U13224,2024-02-03,Business,199.0,subscription
94,U13224,2024-03-03,Business,199.0,subscription
95,U13224,2024-04-03,Business,199.0,subscription
96,U13224,2024-05-03,Business,199.0,subscription
97,U13224,2024-06-03,Business,199.0,subscription
98,U13224,2024-07-03,Business,199.0,subscription
99,U13224,2024-08-03,Business,199.0,subscription
100,U12605,2022-01-04,Starter,19.0,subscription
101,U12605,2022-02-04,Starter,73.76,subscription+addon
102,U12605,2022-03-04,Starter,19.0,subscription
103,U12605,2022-04-04,Starter,19.0,subscription
104,U12605,2022-05-04,Starter,19.0,subscription
105,U12605,2022-06-04,Starter,19.0,subscription
106,U12605,2022-07-04,Starter,19.0,subscription
107,U12605,2022-08-04,Starter,19.0,subscription
108,U12605,2022-09-04,Starter,58.5,subscription+addon
109,U12605,2022-10-04,Starter,19.0,subscription
110,U12605,2022-11-04,Starter,19.0,subscription
111,U12605,2022-12-04,Starter,19.0,subscription
112,U12605,2023-01-04,Starter,19.0,subscription
113,U12605,2023-02-04,Starter,19.0,subscription
114,U12605,2023-03-04,Starter,19.0,subscription
115,U12605,2023-04-04,Starter,19.0,subscription
116,U12605,2023-05-04,Starter,19.0,subscription
117,U12605,2023-06-04,Starter,19.0,subscription
118,U12605,2023-07-04,Starter,19.0,subscription
119,U12605,2023-08-04,Starter,19.0,subscription
120,U12605,2023-09-04,Starter,19.0,subscription
121,U12605,2023-10-04,Starter,19.0,subscription
122,U12605,2023-11-04,Starter,19.0,subscription
123,U12605,2023-12-04,Starter,19.0,subscription
124,U12605,2024-01-04,Starter,89.76,subscription+addon
125,U12605,2024-02-04,Starter,19.0,subscription
126,U12605,2024-03-04,Starter,19.0,subscription
127,U12873,2022-01-04,Pro,49.0,subscription
128,U12873,2022-02-04,Pro,49.0,subscription
129,U12873,2022-03-04,Pro,49.0,subscription
130,U12873,2022-04-04,Pro,49.0,subscription
131,U12873,2022-05-04,Pro,49.0,subscription
132,U12873,2022-06-04,Pro,49.0,subscription
133,U12873,2022-07-04,Pro,49.0,subscription
134,U12873,2022-08-04,Pro,49.0,subscription
135,U12873,2022-09-04,Pro,49.0,subscription
136,U12873,2022-10-04,Pro,49.0,subscription
137,U15154,2022-01-04,Pro,49.0,subscription
138,U15154,2022-02-04,Pro,136.07,subscription+addon
139,U12129,2022-01-04,Business,199.0,subscription
140,U12129,2022-02-04,Business,199.0,subscription
141,U12129,2022-03-04,Business,199.0,subscription
142,U12129,2022-04-04,Business,199.0,subscription
143,U12129,2022-05-04,Business,199.0,subscription
144,U12129,2022-06-04,Business,199.0,subscription
145,U12129,2022-07-04,Business,199.0,subscription
146,U12129,2022-08-04,Business,199.0,subscription
147,U12129,2022-09-04,Business,199.0,subscription
148,U12129,2022-10-04,Business,199.0,subscription
149,U12129,2022-11-04,Business,199.0,subscription
150,U12129,2022-12-04,Business,199.0,subscription
151,U12129,2023-01-04,Business,199.0,subscription
152,U12129,2023-02-04,Business,199.0,subscription
153,U12129,2023-03-04,Business,199.0,subscription
154,U12129,2023-04-04,Business,199.0,subscription
155,U12129,2023-05-04,Business,199.0,subscription
156,U12129,2023-06-04,Business,199.0,subscription
157,U12129,2023-07-04,Business,199.0,subscription
158,U12129,2023-08-04,Business,199.0,subscription
159,U12129,2023-09-04,Business,199.0,subscription
160,U12129,2023-10-04,Business,199.0,subscription
161,U12129,2023-11-04,Business,199.0,subscription
162,U12129,2023-12-04,Business,199.0,subscription
163,U12129,2024-01-04,Business,199.0,subscription
164,U12129,2024-02-04,Business,199.0,subscription
165,U12129,2024-03-04,Business,199.0,subscription
166,U12129,2024-04-04,Business,199.0,subscription
167,U12129,2024-05-04,Business,308.32,subscription+addon
168,U12129,2024-06-04,Business,199.0,subscription
169,U12129,2024-07-04,Business,199.0,subscription
170,U12129,2024-08-04,Business,199.0,subscription
171,U12129,2024-09-04,Business,199.0,subscription
172,U12129,2024-10-04,Business,199.0,subscription
173,U12129,2024-11-04,Business,199.0,subscription
174,U12129,2024-12-04,Business,199.0,subscription
175,U10892,2022-01-04,Starter,19.0,subscription
176,U10892,2022-02-04,Starter,19.0,subscription
177,U10892,2022-03-04,Starter,19.0,subscription
178,U10892,2022-04-04,Starter,19.0,subscription
179,U10892,2022-05-04,Starter,19.0,subscription
180,U10892,2022-06-04,Starter,19.0,subscription
181,U10892,2022-07-04,Starter,19.0,subscription
182,U10892,2022-08-04,Starter,19.0,subscription
183,U10892,2022-09-04,Starter,19.0,subscription
184,U10270,2022-01-04,Starter,19.0,subscription
185,U10270,2022-02-04,Starter,19.0,subscription
186,U10270,2022-03-04,Starter,19.0,subscription
187,U10270,2022-04-04,Starter,19.0,subscription
188,U10270,2022-05-04,Starter,19.0,subscription
189,U10270,2022-06-04,Starter,19.0,subscription
190,U10270,2022-07-04,Starter,19.0,subscription
191,U10270,2022-08-04,Starter,19.0,subscription
192,U10270,2022-09-04,Starter,19.0,subscription
193,U10270,2022-10-04,Starter,19.0,subscription
194,U10270,2022-11-04,Starter,19.0,subscription
195,U10270,2022-12-04,Starter,19.0,subscription
196,U10270,2023-01-04,Starter,19.0,subscription
197,U10270,2023-02-04,Starter,19.0,subscription
198,U13836,2022-01-05,Starter,19.0,subscription
199,U13836,2022-02-05,Starter,19.0,subscription
200,U13836,2022-03-05,Starter,19.0,subscription
201,U13836,2022-04-05,Starter,19.0,subscription
202,U13836,2022-05-05,Starter,19.0,subscription
203,U13836,2022-06-05,Starter,19.0,subscription
204,U13836,2022-07-05,Starter,19.0,subscription
205,U13836,2022-08-05,Starter,19.0,subscription
206,U13836,2022-09-05,Starter,19.0,subscription
207,U13836,2022-10-05,Starter,58.3,subscription+addon
208,U13836,2022-11-05,Starter,19.0,subscription
209,U13836,2022-12-05,Starter,101.61,subscription+addon
210,U13836,2023-01-05,Starter,19.0,subscription
211,U13836,2023-02-05,Starter,19.0,subscription
212,U13836,2023-03-05,Starter,19.0,subscription
213,U13836,2023-04-05,Starter,19.0,subscription
214,U11231,2022-01-05,Business,199.0,subscription
215,U11231,2022-02-05,Business,199.0,subscription
216,U11231,2022-03-05,Business,199.0,subscription
217,U11231,2022-04-05,Business,199.0,subscription
218,U10056,2022-01-05,Starter,19.0,subscription
219,U10056,2022-02-05,Starter,19.0,subscription
220,U11699,2022-01-05,Pro,49.0,subscription
221,U11699,2022-02-05,Pro,49.0,subscription
222,U11699,2022-03-05,Pro,49.0,subscription
223,U11699,2022-04-05,Pro,49.0,subscription
224,U11699,2022-05-05,Pro,49.0,subscription
225,U11699,2022-06-05,Pro,49.0,subscription
226,U11699,2022-07-05,Pro,49.0,subscription
227,U10176,2022-01-06,Pro,49.0,subscription
228,U10176,2022-02-06,Pro,49.0,subscription
229,U10176,2022-03-06,Pro,49.0,subscription
230,U10176,2022-04-06,Pro,49.0,subscription
231,U10176,2022-05-06,Pro,49.0,subscription
232,U10176,2022-06-06,Pro,49.0,subscription
233,U10176,2022-07-06,Pro,49.0,subscription
234,U10176,2022-08-06,Pro,49.0,subscription
235,U10176,2022-09-06,Pro,49.0,subscription
236,U10176,2022-10-06,Pro,49.0,subscription
237,U10176,2022-11-06,Pro,49.0,subscription
238,U10176,2022-12-06,Pro,49.0,subscription
239,U10176,2023-01-06,Pro,49.0,subscription
240,U10176,2023-02-06,Pro,49.0,subscription
241,U10176,2023-03-06,Pro,49.0,subscription
242,U10176,2023-04-06,Pro,49.0,subscription
243,U10176,2023-05-06,Pro,49.0,subscription
244,U10176,2023-06-06,Pro,49.0,subscription
245,U10176,2023-07-06,Pro,49.0,subscription
246,U10176,2023-08-06,Pro,49.0,subscription
247,U10176,2023-09-06,Pro,49.0,subscription
248,U10176,2023-10-06,Pro,49.0,subscription
249,U10176,2023-11-06,Pro,49.0,subscription
250,U10176,2023-12-06,Pro,49.0,subscription
251,U10176,2024-01-06,Pro,49.0,subscription
252,U10176,2024-02-06,Pro,49.0,subscription
253,U10176,2024-03-06,Pro,49.0,subscription
254,U10176,2024-04-06,Pro,49.0,subscription
255,U10176,2024-05-06,Pro,49.0,subscription
256,U10176,2024-06-06,Pro,49.0,subscription
257,U10176,2024-07-06,Pro,49.0,subscription
258,U10176,2024-08-06,Pro,49.0,subscription
259,U10176,2024-09-06,Pro,49.0,subscription
260,U10176,2024-10-06,Pro,49.0,subscription
261,U10176,2024-11-06,Pro,49.0,subscription
262,U10176,2024-12-06,Pro,49.0,subscription
263,U12632,2022-01-07,Starter,19.0,subscription
264,U12632,2022-02-07,Starter,19.0,subscription
265,U12632,2022-03-07,Starter,19.0,subscription
266,U12632,2022-04-07,Starter,19.0,subscription
267,U12632,2022-05-07,Starter,19.0,subscription
268,U10969,2022-01-07,Pro,150.9,subscription+addon
269,U10969,2022-02-07,Pro,49.0,subscription
270,U11556,2022-01-07,Starter,19.0,subscription
271,U11556,2022-02-07,Starter,19.0,subscription
272,U14318,2022-01-07,Starter,19.0,subscription
273,U14318,2022-02-07,Starter,19.0,subscription
274,U14318,2022-03-07,Starter,19.0,subscription
275,U14318,2022-04-07,Starter,19.0,subscription
276,U14318,2022-05-07,Starter,19.0,subscription
277,U14318,2022-06-07,Starter,19.0,subscription
278,U14318,2022-07-07,Starter,19.0,subscription
279,U14318,2022-08-07,Starter,74.14,subscription+addon
280,U12510,2022-01-08,Starter,19.0,subscription
281,U12510,2022-02-08,Starter,19.0,subscription
282,U12510,2022-03-08,Starter,19.0,subscription
283,U12510,2022-04-08,Starter,19.0,subscription
284,U12510,2022-05-08,Starter,19.0,subscription
285,U12510,2022-06-08,Starter,19.0,subscription
286,U12510,2022-07-08,Starter,19.0,subscription
287,U12510,2022-08-08,Starter,19.0,subscription
288,U12510,2022-09-08,Starter,19.0,subscription
289,U11830,2022-01-09,Business,199.0,subscription
290,U11830,2022-02-09,Business,199.0,subscription
291,U11830,2022-03-09,Business,199.0,subscription
292,U11830,2022-04-09,Business,199.0,subscription
293,U11830,2022-05-09,Business,199.0,subscription
294,U11830,2022-06-09,Business,240.18,subscription+addon
295,U11830,2022-07-09,Business,273.67,subscription+addon
296,U11830,2022-08-09,Business,199.0,subscription
297,U11830,2022-09-09,Business,199.0,subscription
298,U11830,2022-10-09,Business,246.69,subscription+addon
299,U11830,2022-11-09,Business,199.0,subscription
300,U11830,2022-12-09,Business,199.0,subscription
301,U11830,2023-01-09,Business,199.0,subscription
302,U11830,2023-02-09,Business,199.0,subscription
303,U11830,2023-03-09,Business,199.0,subscription
304,U11830,2023-04-09,Business,199.0,subscription
305,U11830,2023-05-09,Business,199.0,subscription
306,U11830,2023-06-09,Business,199.0,subscription
307,U11830,2023-07-09,Business,199.0,subscription
308,U11830,2023-08-09,Business,199.0,subscription
309,U11830,2023-09-09,Business,199.0,subscription
310,U11830,2023-10-09,Business,199.0,subscription
311,U11830,2023-11-09,Business,199.0,subscription
312,U11830,2023-12-09,Business,199.0,subscription
313,U11830,2024-01-09,Business,199.0,subscription
314,U11830,2024-02-09,Business,199.0,subscription
315,U11830,2024-03-09,Business,199.0,subscription
316,U11830,2024-04-09,Business,199.0,subscription
317,U11830,2024-05-09,Business,199.0,subscription
318,U11830,2024-06-09,Business,199.0,subscription
319,U11830,2024-07-09,Business,199.0,subscription
320,U11830,2024-08-09,Business,199.0,subscription
321,U11830,2024-09-09,Business,199.0,subscription
322,U11830,2024-10-09,Business,199.0,subscription
323,U11830,2024-11-09,Business,199.0,subscription
324,U11830,2024-12-09,Business,199.0,subscription
325,U11931,2022-01-09,Starter,50.18,subscription+addon
326,U11931,2022-02-09,Starter,19.0,subscription
327,U11931,2022-03-09,Starter,137.31,subscription+addon
328,U11931,2022-04-09,Starter,19.0,subscription
329,U11931,2022-05-09,Starter,19.0,subscription
330,U11931,2022-06-09,Starter,19.0,subscription
331,U11931,2022-07-09,Starter,19.0,subscription
332,U11931,2022-08-09,Starter,19.0,subscription
333,U11313,2022-01-09,Starter,19.0,subscription
334,U11313,2022-02-09,Starter,19.0,subscription
335,U11313,2022-03-09,Starter,19.0,subscription
336,U11313,2022-04-09,Starter,19.0,subscription
337,U11313,2022-05-09,Starter,19.0,subscription
338,U11313,2022-06-09,Starter,19.0,subscription
339,U11313,2022-07-09,Starter,19.0,subscription
340,U11313,2022-08-09,Starter,19.0,subscription
341,U11313,2022-09-09,Starter,19.0,subscription
342,U12130,2022-01-10,Starter,19.0,subscription
343,U12130,2022-02-10,Starter,19.0,subscription
344,U12130,2022-03-10,Starter,19.0,subscription
345,U13246,2022-01-11,Pro,49.0,subscription
346,U13246,2022-02-11,Pro,88.46,subscription+addon
347,U13246,2022-03-11,Pro,49.0,subscription
348,U13246,2022-04-11,Pro,49.0,subscription
349,U13246,2022-05-11,Pro,49.0,subscription
350,U13246,2022-06-11,Pro,49.0,subscription
351,U13246,2022-07-11,Pro,49.0,subscription
352,U13246,2022-08-11,Pro,49.0,subscription
353,U13246,2022-09-11,Pro,49.0,subscription
354,U13021,2022-01-11,Starter,19.0,subscription
355,U13021,2022-02-11,Starter,19.0,subscription
356,U13021,2022-03-11,Starter,19.0,subscription
357,U13021,2022-04-11,Starter,19.0,subscription
358,U13021,2022-05-11,Starter,19.0,subscription
359,U13021,2022-06-11,Starter,19.0,subscription
360,U13021,2022-07-11,Starter,19.0,subscription
361,U13021,2022-08-11,Starter,19.0,subscription
362,U13021,2022-09-11,Starter,19.0,subscription
363,U13021,2022-10-11,Starter,19.0,subscription
364,U13021,2022-11-11,Starter,63.22,subscription+addon
365,U13021,2022-12-11,Starter,19.0,subscription
366,U13021,2023-01-11,Starter,19.0,subscription
367,U13021,2023-02-11,Starter,19.0,subscription
368,U13021,2023-03-11,Starter,19.0,subscription
369,U13021,2023-04-11,Starter,19.0,subscription
370,U13021,2023-05-11,Starter,19.0,subscription
371,U13021,2023-06-11,Starter,19.0,subscription
372,U13021,2023-07-11,Starter,19.0,subscription
373,U13021,2023-08-11,Starter,19.0,subscription
374,U13021,2023-09-11,Starter,19.0,subscription
375,U13021,2023-10-11,Starter,19.0,subscription
376,U13021,2023-11-11,Starter,19.0,subscription
377,U13021,2023-12-11,Starter,19.0,subscription
378,U13021,2024-01-11,Starter,19.0,subscription
379,U13021,2024-02-11,Starter,19.0,subscription
380,U13021,2024-03-11,Starter,19.0,subscription
381,U13021,2024-04-11,Starter,114.18,subscription+addon
382,U13021,2024-05-11,Starter,19.0,subscription
383,U11248,2022-01-11,Pro,49.0,subscription
384,U13191,2022-01-11,Starter,19.0,subscription
385,U13191,2022-02-11,Starter,19.0,subscription
386,U13191,2022-03-11,Starter,19.0,subscription
387,U13191,2022-04-11,Starter,19.0,subscription
388,U13191,2022-05-11,Starter,19.0,subscription
389,U13191,2022-06-11,Starter,19.0,subscription
390,U13191,2022-07-11,Starter,19.0,subscription
391,U13191,2022-08-11,Starter,19.0,subscription
392,U13191,2022-09-11,Starter,19.0,subscription
393,U13191,2022-10-11,Starter,19.0,subscription
394,U13191,2022-11-11,Starter,19.0,subscription
395,U13191,2022-12-11,Starter,19.0,subscription
396,U13191,2023-01-11,Starter,19.0,subscription
397,U13191,2023-02-11,Starter,19.0,subscription
398,U13191,2023-03-11,Starter,136.89,subscription+addon
399,U13191,2023-04-11,Starter,19.0,subscription
400,U13191,2023-05-11,Starter,19.0,subscription
401,U13191,2023-06-11,Starter,19.0,subscription
402,U13191,2023-07-11,Starter,19.0,subscription
403,U13191,2023-08-11,Starter,19.0,subscription
404,U15459,2022-01-11,Starter,19.0,subscription
405,U15459,2022-02-11,Starter,19.0,subscription
406,U15459,2022-03-11,Starter,19.0,subscription
407,U15459,2022-04-11,Starter,19.0,subscription
408,U15459,2022-05-11,Starter,19.0,subscription
409,U15459,2022-06-11,Starter,19.0,subscription
410,U15459,2022-07-11,Starter,129.57,subscription+addon
411,U15459,2022-08-11,Starter,19.0,subscription
412,U15459,2022-09-11,Starter,19.0,subscription
413,U15459,2022-10-11,Starter,19.0,subscription
414,U15459,2022-11-11,Starter,19.0,subscription
415,U15459,2022-12-11,Starter,19.0,subscription
416,U15459,2023-01-11,Starter,19.0,subscription
417,U15459,2023-02-11,Starter,19.0,subscription
418,U15459,2023-03-11,Starter,19.0,subscription
419,U15459,2023-04-11,Starter,19.0,subscription
420,U15459,2023-05-11,Starter,19.0,subscription
421,U15459,2023-06-11,Starter,19.0,subscription
422,U15459,2023-07-11,Starter,19.0,subscription
423,U15459,2023-08-11,Starter,19.0,subscription
424,U15425,2022-01-12,Starter,19.0,subscription
425,U15425,2022-02-12,Starter,19.0,subscription
426,U15425,2022-03-12,Starter,19.0,subscription
427,U15425,2022-04-12,Starter,19.0,subscription
428,U15425,2022-05-12,Starter,19.0,subscription
429,U15511,2022-01-14,Pro,49.0,subscription
430,U15511,2022-02-14,Pro,49.0,subscription
431,U15511,2022-03-14,Pro,49.0,subscription
432,U15511,2022-04-14,Pro,49.0,subscription
433,U15511,2022-05-14,Pro,49.0,subscription
434,U15511,2022-06-14,Pro,49.0,subscription
435,U15511,2022-07-14,Pro,49.0,subscription
436,U15511,2022-08-14,Pro,49.0,subscription
437,U15511,2022-09-14,Pro,49.0,subscription
438,U15511,2022-10-14,Pro,49.0,subscription
439,U15511,2022-11-14,Pro,49.0,subscription
440,U15511,2022-12-14,Pro,49.0,subscription
441,U15511,2023-01-14,Pro,49.0,subscription
442,U15511,2023-02-14,Pro,49.0,subscription
443,U15511,2023-03-14,Pro,49.0,subscription
444,U15511,2023-04-14,Pro,49.0,subscription
445,U15511,2023-05-14,Pro,49.0,subscription
446,U15511,2023-06-14,Pro,49.0,subscription
447,U15511,2023-07-14,Pro,49.0,subscription
448,U15511,2023-08-14,Pro,49.0,subscription
449,U15511,2023-09-14,Pro,49.0,subscription
450,U15511,2023-10-14,Pro,109.65,subscription+addon
451,U15511,2023-11-14,Pro,49.0,subscription
452,U15511,2023-12-14,Pro,49.0,subscription
453,U15511,2024-01-14,Pro,49.0,subscription
454,U12465,2022-01-15,Starter,19.0,subscription
455,U14412,2022-01-15,Starter,19.0,subscription
456,U14412,2022-02-15,Starter,19.0,subscription
457,U14412,2022-03-15,Starter,19.0,subscription
458,U14412,2022-04-15,Starter,19.0,subscription
459,U14412,2022-05-15,Starter,19.0,subscription
460,U14412,2022-06-15,Starter,19.0,subscription
461,U14412,2022-07-15,Starter,19.0,subscription
462,U14412,2022-08-15,Starter,19.0,subscription
463,U14412,2022-09-15,Starter,19.0,subscription
464,U14412,2022-10-15,Starter,19.0,subscription
465,U14412,2022-11-15,Starter,19.0,subscription
466,U10811,2022-01-15,Pro,49.0,subscription
467,U10811,2022-02-15,Pro,49.0,subscription
468,U10811,2022-03-15,Pro,49.0,subscription
469,U10811,2022-04-15,Pro,49.0,subscription
470,U10811,2022-05-15,Pro,49.0,subscription
471,U10811,2022-06-15,Pro,49.0,subscription
472,U10811,2022-07-15,Pro,49.0,subscription
473,U10185,2022-01-16,Pro,49.0,subscription
474,U10185,2022-02-16,Pro,85.64,subscription+addon
475,U10185,2022-03-16,Pro,49.0,subscription
476,U10107,2022-01-16,Starter,19.0,subscription
477,U10107,2022-02-16,Starter,19.0,subscription
478,U10107,2022-03-16,Starter,19.0,subscription
479,U10107,2022-04-16,Starter,19.0,subscription
480,U10107,2022-05-16,Starter,19.0,subscription
481,U10107,2022-06-16,Starter,19.0,subscription
482,U10107,2022-07-16,Starter,19.0,subscription
483,U10107,2022-08-16,Starter,19.0,subscription
484,U10107,2022-09-16,Starter,134.61,subscription+addon
485,U10107,2022-10-16,Starter,19.0,subscription
486,U10107,2022-11-16,Starter,19.0,subscription
487,U14121,2022-01-16,Pro,49.0,subscription
488,U14121,2022-02-16,Pro,49.0,subscription
489,U14121,2022-03-16,Pro,49.0,subscription
490,U14121,2022-04-16,Pro,49.0,subscription
491,U14121,2022-05-16,Pro,49.0,subscription
492,U14121,2022-06-16,Pro,101.32,subscription+addon
493,U14121,2022-07-16,Pro,49.0,subscription
494,U14121,2022-08-16,Pro,49.0,subscription
495,U14121,2022-09-16,Pro,49.0,subscription
496,U14121,2022-10-16,Pro,49.0,subscription
497,U14121,2022-11-16,Pro,49.0,subscription
498,U14121,2022-12-16,Pro,49.0,subscription
499,U14121,2023-01-16,Pro,49.0,subscription
500,U14121,2023-02-16,Pro,49.0,subscription
501,U14121,2023-03-16,Pro,49.0,subscription
502,U14121,2023-04-16,Pro,49.0,subscription
503,U13543,2022-01-17,Pro,49.0,subscription
504,U13543,2022-02-17,Pro,49.0,subscription
505,U10817,2022-01-17,Business,199.0,subscription
506,U10817,2022-02-17,Business,199.0,subscription
507,U10817,2022-03-17,Business,199.0,subscription
508,U10817,2022-04-17,Business,199.0,subscription
509,U10817,2022-05-17,Business,199.0,subscription
510,U10817,2022-06-17,Business,199.0,subscription
511,U10817,2022-07-17,Business,247.93,subscription+addon
512,U10817,2022-08-17,Business,199.0,subscription
513,U10817,2022-09-17,Business,199.0,subscription
514,U10817,2022-10-17,Business,199.0,subscription
515,U10817,2022-11-17,Business,199.0,subscription
516,U13579,2022-01-17,Pro,102.08,subscription+addon
517,U13579,2022-02-17,Pro,49.0,subscription
518,U13579,2022-03-17,Pro,49.0,subscription
519,U13579,2022-04-17,Pro,49.0,subscription
520,U13579,2022-05-17,Pro,49.0,subscription
521,U13579,2022-06-17,Pro,133.13,subscription+addon
522,U13579,2022-07-17,Pro,49.0,subscription
523,U13579,2022-08-17,Pro,49.0,subscription
524,U13579,2022-09-17,Pro,49.0,subscription
525,U13579,2022-10-17,Pro,49.0,subscription
526,U13579,2022-11-17,Pro,49.0,subscription
527,U13579,2022-12-17,Pro,49.0,subscription
528,U13579,2023-01-17,Pro,49.0,subscription
529,U13579,2023-02-17,Pro,49.0,subscription
530,U13579,2023-03-17,Pro,49.0,subscription
531,U15490,2022-01-17,Pro,49.0,subscription
532,U15490,2022-02-17,Pro,49.0,subscription
533,U15490,2022-03-17,Pro,49.0,subscription
534,U15490,2022-04-17,Pro,49.0,subscription
535,U15490,2022-05-17,Pro,49.0,subscription
536,U15490,2022-06-17,Pro,49.0,subscription
537,U15490,2022-07-17,Pro,49.0,subscription
538,U15490,2022-08-17,Pro,49.0,subscription
539,U15490,2022-09-17,Pro,49.0,subscription
540,U15490,2022-10-17,Pro,49.0,subscription
541,U15490,2022-11-17,Pro,49.0,subscription
542,U15490,2022-12-17,Pro,49.0,subscription
543,U15490,2023-01-17,Pro,49.0,subscription
544,U15490,2023-02-17,Pro,49.0,subscription
545,U15490,2023-03-17,Pro,49.0,subscription
546,U15490,2023-04-17,Pro,49.0,subscription
547,U15490,2023-05-17,Pro,49.0,subscription
548,U15490,2023-06-17,Pro,124.34,subscription+addon
549,U15490,2023-07-17,Pro,49.0,subscription
550,U15490,2023-08-17,Pro,49.0,subscription
551,U15490,2023-09-17,Pro,49.0,subscription
552,U15490,2023-10-17,Pro,49.0,subscription
553,U15490,2023-11-17,Pro,49.0,subscription
554,U15490,2023-12-17,Pro,49.0,subscription
555,U15490,2024-01-17,Pro,49.0,subscription
556,U15490,2024-02-17,Pro,49.0,subscription
557,U15490,2024-03-17,Pro,49.0,subscription
558,U15490,2024-04-17,Pro,49.0,subscription
559,U15490,2024-05-17,Pro,49.0,subscription
560,U15490,2024-06-17,Pro,49.0,subscription
